"node" "closeness" "n.closeness"
"499" 499 1.47392208185792e-26 7.30025795868214e-30
"500" 500 1.47392208185792e-26 7.30025795868214e-30
"501" 501 1.47392208185792e-26 7.30025795868214e-30
"502" 502 1.47392208185792e-26 7.30025795868214e-30
"503" 503 1.47392208185792e-26 7.30025795868214e-30
"504" 504 1.47392208185792e-26 7.30025795868214e-30
"505" 505 1.47392208185792e-26 7.30025795868214e-30
"506" 506 1.47392208185792e-26 7.30025795868214e-30
"507" 507 1.47392208185792e-26 7.30025795868214e-30
"508" 508 1.47392208185792e-26 7.30025795868214e-30
"509" 509 1.47392208185792e-26 7.30025795868214e-30
"510" 510 1.47392208185792e-26 7.30025795868214e-30
"511" 511 1.47392208185792e-26 7.30025795868214e-30
"512" 512 1.47392208185792e-26 7.30025795868214e-30
"513" 513 1.47392208185792e-26 7.30025795868214e-30
"514" 514 1.47392208185792e-26 7.30025795868214e-30
"515" 515 1.47392208185792e-26 7.30025795868214e-30
"516" 516 1.47392208185792e-26 7.30025795868214e-30
"517" 517 1.47392208185792e-26 7.30025795868214e-30
"518" 518 1.47392208185792e-26 7.30025795868214e-30
"519" 519 1.47392208185792e-26 7.30025795868214e-30
"520" 520 1.47392208185792e-26 7.30025795868214e-30
"521" 521 1.47392208185792e-26 7.30025795868214e-30
"522" 522 1.47392208185792e-26 7.30025795868214e-30
"523" 523 1.47392208185792e-26 7.30025795868214e-30
"524" 524 1.47392208185792e-26 7.30025795868214e-30
"525" 525 1.47392208185792e-26 7.30025795868214e-30
"526" 526 1.47392208185792e-26 7.30025795868214e-30
"527" 527 1.47392208185792e-26 7.30025795868214e-30
"528" 528 1.47392208185792e-26 7.30025795868214e-30
"529" 529 1.47392208185792e-26 7.30025795868214e-30
"530" 530 1.47392208185792e-26 7.30025795868214e-30
"531" 531 1.47392208185792e-26 7.30025795868214e-30
"532" 532 1.47392208185792e-26 7.30025795868214e-30
"533" 533 1.47392208185792e-26 7.30025795868214e-30
"534" 534 1.47392208185792e-26 7.30025795868214e-30
"535" 535 1.47392208185792e-26 7.30025795868214e-30
"536" 536 1.47392208185792e-26 7.30025795868214e-30
"537" 537 1.47392208185792e-26 7.30025795868214e-30
"538" 538 1.47392208185792e-26 7.30025795868214e-30
"539" 539 1.47392208185792e-26 7.30025795868214e-30
"540" 540 1.47392208185792e-26 7.30025795868214e-30
"541" 541 1.47392208185792e-26 7.30025795868214e-30
"542" 542 1.47392208185792e-26 7.30025795868214e-30
"543" 543 1.47392208185792e-26 7.30025795868214e-30
"544" 544 1.47392208185792e-26 7.30025795868214e-30
"545" 545 1.47392208185792e-26 7.30025795868214e-30
"546" 546 1.47392208185792e-26 7.30025795868214e-30
"547" 547 1.47392208185792e-26 7.30025795868214e-30
"548" 548 1.47392208185792e-26 7.30025795868214e-30
"549" 549 1.47392208185792e-26 7.30025795868214e-30
"550" 550 1.47392208185792e-26 7.30025795868214e-30
"551" 551 1.47392208185792e-26 7.30025795868214e-30
"552" 552 1.47392208185792e-26 7.30025795868214e-30
"553" 553 1.47392208185792e-26 7.30025795868214e-30
"554" 554 1.47392208185792e-26 7.30025795868214e-30
"555" 555 1.47392208185792e-26 7.30025795868214e-30
"556" 556 1.47392208185792e-26 7.30025795868214e-30
"557" 557 1.47392208185792e-26 7.30025795868214e-30
"558" 558 1.47392208185792e-26 7.30025795868214e-30
"559" 559 1.47392208185792e-26 7.30025795868214e-30
"560" 560 1.47392208185792e-26 7.30025795868214e-30
"561" 561 1.47392208185792e-26 7.30025795868214e-30
"562" 562 1.47392208185792e-26 7.30025795868214e-30
"563" 563 1.47392208185792e-26 7.30025795868214e-30
"564" 564 1.47392208185792e-26 7.30025795868214e-30
"565" 565 1.47392208185792e-26 7.30025795868214e-30
"566" 566 1.47392208185792e-26 7.30025795868214e-30
"567" 567 1.47392208185792e-26 7.30025795868214e-30
"568" 568 1.47392208185792e-26 7.30025795868214e-30
"569" 569 1.47392208185792e-26 7.30025795868214e-30
"570" 570 1.47392208185792e-26 7.30025795868214e-30
"571" 571 1.47392208185792e-26 7.30025795868214e-30
"572" 572 1.47392208185792e-26 7.30025795868214e-30
"573" 573 1.47392208185792e-26 7.30025795868214e-30
"574" 574 1.47392208185792e-26 7.30025795868214e-30
"575" 575 1.47392208185792e-26 7.30025795868214e-30
"576" 576 1.47392208185792e-26 7.30025795868214e-30
"577" 577 1.47392208185792e-26 7.30025795868214e-30
"578" 578 1.47392208185792e-26 7.30025795868214e-30
"579" 579 1.47392208185792e-26 7.30025795868214e-30
"580" 580 1.47392208185792e-26 7.30025795868214e-30
"581" 581 1.47392208185792e-26 7.30025795868214e-30
"582" 582 1.47392208185792e-26 7.30025795868214e-30
"583" 583 1.47392208185792e-26 7.30025795868214e-30
"584" 584 1.47392208185792e-26 7.30025795868214e-30
"585" 585 1.47392208185792e-26 7.30025795868214e-30
"586" 586 1.47392208185792e-26 7.30025795868214e-30
"587" 587 1.47392208185792e-26 7.30025795868214e-30
"588" 588 1.47392208185792e-26 7.30025795868214e-30
"589" 589 1.47392208185792e-26 7.30025795868214e-30
"590" 590 1.47392208185792e-26 7.30025795868214e-30
"591" 591 1.47392208185792e-26 7.30025795868214e-30
"592" 592 1.47392208185792e-26 7.30025795868214e-30
"593" 593 1.47392208185792e-26 7.30025795868214e-30
"594" 594 1.47392208185792e-26 7.30025795868214e-30
"595" 595 1.47392208185792e-26 7.30025795868214e-30
"596" 596 1.47392208185792e-26 7.30025795868214e-30
"597" 597 1.47392208185792e-26 7.30025795868214e-30
"598" 598 1.47392208185792e-26 7.30025795868214e-30
"599" 599 1.47392208185792e-26 7.30025795868214e-30
"600" 600 1.47392208185792e-26 7.30025795868214e-30
"601" 601 1.47392208185792e-26 7.30025795868214e-30
"602" 602 1.47392208185792e-26 7.30025795868214e-30
"603" 603 1.47392208185792e-26 7.30025795868214e-30
"604" 604 1.47392208185792e-26 7.30025795868214e-30
"605" 605 1.47392208185792e-26 7.30025795868214e-30
"606" 606 1.47392208185792e-26 7.30025795868214e-30
"607" 607 1.47392208185792e-26 7.30025795868214e-30
"608" 608 1.47392208185792e-26 7.30025795868214e-30
"609" 609 1.47392208185792e-26 7.30025795868214e-30
"610" 610 1.47392208185792e-26 7.30025795868214e-30
"611" 611 1.47392208185792e-26 7.30025795868214e-30
"612" 612 1.47392208185792e-26 7.30025795868214e-30
"613" 613 1.47392208185792e-26 7.30025795868214e-30
"614" 614 1.47392208185792e-26 7.30025795868214e-30
"615" 615 1.47392208185792e-26 7.30025795868214e-30
"616" 616 1.47392208185792e-26 7.30025795868214e-30
"617" 617 1.47392208185792e-26 7.30025795868214e-30
"618" 618 1.47392208185792e-26 7.30025795868214e-30
"619" 619 1.47392208185792e-26 7.30025795868214e-30
"620" 620 1.47392208185792e-26 7.30025795868214e-30
"621" 621 1.47392208185792e-26 7.30025795868214e-30
"622" 622 1.47392208185792e-26 7.30025795868214e-30
"623" 623 1.47392208185792e-26 7.30025795868214e-30
"624" 624 1.47392208185792e-26 7.30025795868214e-30
"625" 625 1.47392208185792e-26 7.30025795868214e-30
"626" 626 1.47392208185792e-26 7.30025795868214e-30
"627" 627 1.47392208185792e-26 7.30025795868214e-30
"628" 628 1.47392208185792e-26 7.30025795868214e-30
"629" 629 1.47392208185792e-26 7.30025795868214e-30
"630" 630 1.47392208185792e-26 7.30025795868214e-30
"631" 631 1.47392208185792e-26 7.30025795868214e-30
"632" 632 1.47392208185792e-26 7.30025795868214e-30
"633" 633 1.47392208185792e-26 7.30025795868214e-30
"634" 634 1.47392208185792e-26 7.30025795868214e-30
"635" 635 1.47392208185792e-26 7.30025795868214e-30
"636" 636 1.47392208185792e-26 7.30025795868214e-30
"637" 637 1.47392208185792e-26 7.30025795868214e-30
"638" 638 1.47392208185792e-26 7.30025795868214e-30
"639" 639 1.47392208185792e-26 7.30025795868214e-30
"640" 640 1.47392208185792e-26 7.30025795868214e-30
"641" 641 1.47392208185792e-26 7.30025795868214e-30
"642" 642 1.47392208185792e-26 7.30025795868214e-30
"643" 643 1.47392208185792e-26 7.30025795868214e-30
"644" 644 1.47392208185792e-26 7.30025795868214e-30
"645" 645 1.47392208185792e-26 7.30025795868214e-30
"646" 646 1.47392208185792e-26 7.30025795868214e-30
"647" 647 1.47392208185792e-26 7.30025795868214e-30
"648" 648 1.47392208185792e-26 7.30025795868214e-30
"649" 649 1.47392208185792e-26 7.30025795868214e-30
"650" 650 1.47392208185792e-26 7.30025795868214e-30
"651" 651 1.47392208185792e-26 7.30025795868214e-30
"652" 652 1.47392208185792e-26 7.30025795868214e-30
"653" 653 1.47392208185792e-26 7.30025795868214e-30
"654" 654 1.47392208185792e-26 7.30025795868214e-30
"655" 655 1.47392208185792e-26 7.30025795868214e-30
"656" 656 1.47392208185792e-26 7.30025795868214e-30
"657" 657 1.47392208185792e-26 7.30025795868214e-30
"658" 658 1.47392208185792e-26 7.30025795868214e-30
"659" 659 1.47392208185792e-26 7.30025795868214e-30
"660" 660 1.47392208185792e-26 7.30025795868214e-30
"661" 661 1.47392208185792e-26 7.30025795868214e-30
"662" 662 1.47392208185792e-26 7.30025795868214e-30
"663" 663 1.47392208185792e-26 7.30025795868214e-30
"664" 664 1.47392208185792e-26 7.30025795868214e-30
"665" 665 1.47392208185792e-26 7.30025795868214e-30
"666" 666 1.47392208185792e-26 7.30025795868214e-30
"667" 667 1.47392208185792e-26 7.30025795868214e-30
"668" 668 1.47392208185792e-26 7.30025795868214e-30
"669" 669 1.47392208185792e-26 7.30025795868214e-30
"670" 670 1.47392208185792e-26 7.30025795868214e-30
"671" 671 1.47392208185792e-26 7.30025795868214e-30
"672" 672 1.47392208185792e-26 7.30025795868214e-30
"673" 673 1.47392208185792e-26 7.30025795868214e-30
"674" 674 1.47392208185792e-26 7.30025795868214e-30
"675" 675 1.47392208185792e-26 7.30025795868214e-30
"676" 676 1.47392208185792e-26 7.30025795868214e-30
"677" 677 1.47392208185792e-26 7.30025795868214e-30
"678" 678 1.47392208185792e-26 7.30025795868214e-30
"679" 679 1.47392208185792e-26 7.30025795868214e-30
"680" 680 1.47392208185792e-26 7.30025795868214e-30
"681" 681 1.47392208185792e-26 7.30025795868214e-30
"682" 682 1.47392208185792e-26 7.30025795868214e-30
"683" 683 1.47392208185792e-26 7.30025795868214e-30
"684" 684 1.47392208185792e-26 7.30025795868214e-30
"685" 685 1.47392208185792e-26 7.30025795868214e-30
"686" 686 1.47392208185792e-26 7.30025795868214e-30
"687" 687 1.47392208185792e-26 7.30025795868214e-30
"688" 688 1.47392208185792e-26 7.30025795868214e-30
"689" 689 1.47392208185792e-26 7.30025795868214e-30
"690" 690 1.47392208185792e-26 7.30025795868214e-30
"691" 691 1.47392208185792e-26 7.30025795868214e-30
"692" 692 1.47392208185792e-26 7.30025795868214e-30
"693" 693 1.47392208185792e-26 7.30025795868214e-30
"694" 694 1.47392208185792e-26 7.30025795868214e-30
"695" 695 1.47392208185792e-26 7.30025795868214e-30
"696" 696 1.47392208185792e-26 7.30025795868214e-30
"697" 697 1.47392208185792e-26 7.30025795868214e-30
"698" 698 1.47392208185792e-26 7.30025795868214e-30
"699" 699 1.47392208185792e-26 7.30025795868214e-30
"700" 700 1.47392208185792e-26 7.30025795868214e-30
"701" 701 1.47392208185792e-26 7.30025795868214e-30
"702" 702 1.47392208185792e-26 7.30025795868214e-30
"703" 703 1.47392208185792e-26 7.30025795868214e-30
"704" 704 1.47392208185792e-26 7.30025795868214e-30
"705" 705 1.47392208185792e-26 7.30025795868214e-30
"706" 706 1.47392208185792e-26 7.30025795868214e-30
"707" 707 1.47392208185792e-26 7.30025795868214e-30
"708" 708 1.47392208185792e-26 7.30025795868214e-30
"709" 709 1.47392208185792e-26 7.30025795868214e-30
"710" 710 1.47392208185792e-26 7.30025795868214e-30
"711" 711 1.47392208185792e-26 7.30025795868214e-30
"712" 712 1.47392208185792e-26 7.30025795868214e-30
"713" 713 1.47392208185792e-26 7.30025795868214e-30
"714" 714 1.47392208185792e-26 7.30025795868214e-30
"715" 715 1.47392208185792e-26 7.30025795868214e-30
"716" 716 1.47392208185792e-26 7.30025795868214e-30
"717" 717 1.47392208185792e-26 7.30025795868214e-30
"718" 718 1.47392208185792e-26 7.30025795868214e-30
"719" 719 1.47392208185792e-26 7.30025795868214e-30
"720" 720 1.47392208185792e-26 7.30025795868214e-30
"721" 721 1.47392208185792e-26 7.30025795868214e-30
"722" 722 1.47392208185792e-26 7.30025795868214e-30
"723" 723 1.47392208185792e-26 7.30025795868214e-30
"724" 724 1.47392208185792e-26 7.30025795868214e-30
"725" 725 1.47392208185792e-26 7.30025795868214e-30
"726" 726 1.47392208185792e-26 7.30025795868214e-30
"727" 727 1.47392208185792e-26 7.30025795868214e-30
"728" 728 1.47392208185792e-26 7.30025795868214e-30
"729" 729 1.47392208185792e-26 7.30025795868214e-30
"730" 730 1.47392208185792e-26 7.30025795868214e-30
"731" 731 1.47392208185792e-26 7.30025795868214e-30
"732" 732 1.47392208185792e-26 7.30025795868214e-30
"733" 733 1.47392208185792e-26 7.30025795868214e-30
"734" 734 1.47392208185792e-26 7.30025795868214e-30
"735" 735 1.47392208185792e-26 7.30025795868214e-30
"736" 736 1.47392208185792e-26 7.30025795868214e-30
"737" 737 1.47392208185792e-26 7.30025795868214e-30
"738" 738 1.47392208185792e-26 7.30025795868214e-30
"739" 739 1.47392208185792e-26 7.30025795868214e-30
"740" 740 1.47392208185792e-26 7.30025795868214e-30
"741" 741 1.47392208185792e-26 7.30025795868214e-30
"742" 742 1.47392208185792e-26 7.30025795868214e-30
"743" 743 1.47392208185792e-26 7.30025795868214e-30
"744" 744 1.47392208185792e-26 7.30025795868214e-30
"745" 745 1.47392208185792e-26 7.30025795868214e-30
"746" 746 1.47392208185792e-26 7.30025795868214e-30
"747" 747 1.47392208185792e-26 7.30025795868214e-30
"748" 748 1.47392208185792e-26 7.30025795868214e-30
"749" 749 1.47392208185792e-26 7.30025795868214e-30
"750" 750 1.47392208185792e-26 7.30025795868214e-30
"751" 751 1.47392208185792e-26 7.30025795868214e-30
"752" 752 1.47392208185792e-26 7.30025795868214e-30
"753" 753 1.47392208185792e-26 7.30025795868214e-30
"754" 754 1.47392208185792e-26 7.30025795868214e-30
"755" 755 1.47392208185792e-26 7.30025795868214e-30
"756" 756 1.47392208185792e-26 7.30025795868214e-30
"757" 757 1.47392208185792e-26 7.30025795868214e-30
"758" 758 1.47392208185792e-26 7.30025795868214e-30
"759" 759 1.47392208185792e-26 7.30025795868214e-30
"760" 760 1.47392208185792e-26 7.30025795868214e-30
"761" 761 1.47392208185792e-26 7.30025795868214e-30
"762" 762 1.47392208185792e-26 7.30025795868214e-30
"763" 763 1.47392208185792e-26 7.30025795868214e-30
"764" 764 1.47392208185792e-26 7.30025795868214e-30
"765" 765 1.47392208185792e-26 7.30025795868214e-30
"766" 766 1.47392208185792e-26 7.30025795868214e-30
"767" 767 1.47392208185792e-26 7.30025795868214e-30
"768" 768 1.47392208185792e-26 7.30025795868214e-30
"769" 769 1.47392208185792e-26 7.30025795868214e-30
"770" 770 1.47392208185792e-26 7.30025795868214e-30
"771" 771 1.47392208185792e-26 7.30025795868214e-30
"772" 772 1.47392208185792e-26 7.30025795868214e-30
"773" 773 1.47392208185792e-26 7.30025795868214e-30
"774" 774 1.47392208185792e-26 7.30025795868214e-30
"775" 775 1.47392208185792e-26 7.30025795868214e-30
"776" 776 1.47392208185792e-26 7.30025795868214e-30
"777" 777 1.47392208185792e-26 7.30025795868214e-30
"778" 778 1.47392208185792e-26 7.30025795868214e-30
"779" 779 1.47392208185792e-26 7.30025795868214e-30
"780" 780 1.47392208185792e-26 7.30025795868214e-30
"781" 781 1.47392208185792e-26 7.30025795868214e-30
"782" 782 1.47392208185792e-26 7.30025795868214e-30
"783" 783 1.47392208185792e-26 7.30025795868214e-30
"784" 784 1.47392208185792e-26 7.30025795868214e-30
"785" 785 1.47392208185792e-26 7.30025795868214e-30
"786" 786 1.47392208185792e-26 7.30025795868214e-30
"787" 787 1.47392208185792e-26 7.30025795868214e-30
"788" 788 1.47392208185792e-26 7.30025795868214e-30
"789" 789 1.47392208185792e-26 7.30025795868214e-30
"790" 790 1.47392208185792e-26 7.30025795868214e-30
"791" 791 1.47392208185792e-26 7.30025795868214e-30
"792" 792 1.47392208185792e-26 7.30025795868214e-30
"793" 793 1.47392208185792e-26 7.30025795868214e-30
"794" 794 1.47392208185792e-26 7.30025795868214e-30
"795" 795 1.47392208185792e-26 7.30025795868214e-30
"796" 796 1.47392208185792e-26 7.30025795868214e-30
"797" 797 1.47392208185792e-26 7.30025795868214e-30
"798" 798 1.47392208185792e-26 7.30025795868214e-30
"799" 799 1.47392208185792e-26 7.30025795868214e-30
"800" 800 1.47392208185792e-26 7.30025795868214e-30
"801" 801 1.47392208185792e-26 7.30025795868214e-30
"802" 802 1.47392208185792e-26 7.30025795868214e-30
"803" 803 1.47392208185792e-26 7.30025795868214e-30
"804" 804 1.47392208185792e-26 7.30025795868214e-30
"805" 805 1.47392208185792e-26 7.30025795868214e-30
"806" 806 1.47392208185792e-26 7.30025795868214e-30
"807" 807 1.47392208185792e-26 7.30025795868214e-30
"808" 808 1.47392208185792e-26 7.30025795868214e-30
"809" 809 1.47392208185792e-26 7.30025795868214e-30
"810" 810 1.47392208185792e-26 7.30025795868214e-30
"811" 811 1.47392208185792e-26 7.30025795868214e-30
"812" 812 1.47392208185792e-26 7.30025795868214e-30
"813" 813 1.47392208185792e-26 7.30025795868214e-30
"814" 814 1.47392208185792e-26 7.30025795868214e-30
"815" 815 1.47392208185792e-26 7.30025795868214e-30
"816" 816 1.47392208185792e-26 7.30025795868214e-30
"817" 817 1.47392208185792e-26 7.30025795868214e-30
"818" 818 1.47392208185792e-26 7.30025795868214e-30
"819" 819 1.47392208185792e-26 7.30025795868214e-30
"820" 820 1.47392208185792e-26 7.30025795868214e-30
"821" 821 1.47392208185792e-26 7.30025795868214e-30
"822" 822 1.47392208185792e-26 7.30025795868214e-30
"823" 823 1.47392208185792e-26 7.30025795868214e-30
"824" 824 1.47392208185792e-26 7.30025795868214e-30
"825" 825 1.47392208185792e-26 7.30025795868214e-30
"826" 826 1.47392208185792e-26 7.30025795868214e-30
"827" 827 1.47392208185792e-26 7.30025795868214e-30
"828" 828 1.47392208185792e-26 7.30025795868214e-30
"829" 829 1.47392208185792e-26 7.30025795868214e-30
"830" 830 1.47392208185792e-26 7.30025795868214e-30
"831" 831 1.47392208185792e-26 7.30025795868214e-30
"832" 832 1.47392208185792e-26 7.30025795868214e-30
"833" 833 1.47392208185792e-26 7.30025795868214e-30
"834" 834 1.47392208185792e-26 7.30025795868214e-30
"835" 835 1.47392208185792e-26 7.30025795868214e-30
"836" 836 1.47392208185792e-26 7.30025795868214e-30
"837" 837 1.47392208185792e-26 7.30025795868214e-30
"838" 838 1.47392208185792e-26 7.30025795868214e-30
"839" 839 1.47392208185792e-26 7.30025795868214e-30
"840" 840 1.47392208185792e-26 7.30025795868214e-30
"841" 841 1.47392208185792e-26 7.30025795868214e-30
"842" 842 1.47392208185792e-26 7.30025795868214e-30
"843" 843 1.47392208185792e-26 7.30025795868214e-30
"844" 844 1.47392208185792e-26 7.30025795868214e-30
"845" 845 1.47392208185792e-26 7.30025795868214e-30
"846" 846 1.47392208185792e-26 7.30025795868214e-30
"847" 847 1.47392208185792e-26 7.30025795868214e-30
"848" 848 1.47392208185792e-26 7.30025795868214e-30
"849" 849 1.47392208185792e-26 7.30025795868214e-30
"850" 850 1.47392208185792e-26 7.30025795868214e-30
"851" 851 1.47392208185792e-26 7.30025795868214e-30
"852" 852 1.47392208185792e-26 7.30025795868214e-30
"853" 853 1.47392208185792e-26 7.30025795868214e-30
"854" 854 1.47392208185792e-26 7.30025795868214e-30
"855" 855 1.47392208185792e-26 7.30025795868214e-30
"856" 856 1.47392208185792e-26 7.30025795868214e-30
"857" 857 1.47392208185792e-26 7.30025795868214e-30
"858" 858 1.47392208185792e-26 7.30025795868214e-30
"859" 859 1.47392208185792e-26 7.30025795868214e-30
"860" 860 1.47392208185792e-26 7.30025795868214e-30
"861" 861 1.47392208185792e-26 7.30025795868214e-30
"862" 862 1.47392208185792e-26 7.30025795868214e-30
"863" 863 1.47392208185792e-26 7.30025795868214e-30
"864" 864 1.47392208185792e-26 7.30025795868214e-30
"865" 865 1.47392208185792e-26 7.30025795868214e-30
"866" 866 1.47392208185792e-26 7.30025795868214e-30
"867" 867 1.47392208185792e-26 7.30025795868214e-30
"868" 868 1.47392208185792e-26 7.30025795868214e-30
"869" 869 1.47392208185792e-26 7.30025795868214e-30
"870" 870 1.47392208185792e-26 7.30025795868214e-30
"871" 871 1.47392208185792e-26 7.30025795868214e-30
"872" 872 1.47392208185792e-26 7.30025795868214e-30
"873" 873 1.47392208185792e-26 7.30025795868214e-30
"874" 874 1.47392208185792e-26 7.30025795868214e-30
"875" 875 1.47392208185792e-26 7.30025795868214e-30
"876" 876 1.47392208185792e-26 7.30025795868214e-30
"877" 877 1.47392208185792e-26 7.30025795868214e-30
"878" 878 1.47392208185792e-26 7.30025795868214e-30
"879" 879 1.47392208185792e-26 7.30025795868214e-30
"880" 880 1.47392208185792e-26 7.30025795868214e-30
"881" 881 1.47392208185792e-26 7.30025795868214e-30
"882" 882 1.47392208185792e-26 7.30025795868214e-30
"883" 883 1.47392208185792e-26 7.30025795868214e-30
"884" 884 1.47392208185792e-26 7.30025795868214e-30
"885" 885 1.47392208185792e-26 7.30025795868214e-30
"886" 886 1.47392208185792e-26 7.30025795868214e-30
"887" 887 1.47392208185792e-26 7.30025795868214e-30
"888" 888 1.47392208185792e-26 7.30025795868214e-30
"889" 889 1.47392208185792e-26 7.30025795868214e-30
"890" 890 1.47392208185792e-26 7.30025795868214e-30
"891" 891 1.47392208185792e-26 7.30025795868214e-30
"892" 892 1.47392208185792e-26 7.30025795868214e-30
"893" 893 1.47392208185792e-26 7.30025795868214e-30
"894" 894 1.47392208185792e-26 7.30025795868214e-30
"895" 895 1.47392208185792e-26 7.30025795868214e-30
"896" 896 1.47392208185792e-26 7.30025795868214e-30
"897" 897 1.47392208185792e-26 7.30025795868214e-30
"898" 898 1.47392208185792e-26 7.30025795868214e-30
"899" 899 1.47392208185792e-26 7.30025795868214e-30
"900" 900 1.47392208185792e-26 7.30025795868214e-30
"901" 901 1.47392208185792e-26 7.30025795868214e-30
"902" 902 1.47392208185792e-26 7.30025795868214e-30
"903" 903 1.47392208185792e-26 7.30025795868214e-30
"904" 904 1.47392208185792e-26 7.30025795868214e-30
"905" 905 1.47392208185792e-26 7.30025795868214e-30
"906" 906 1.47392208185792e-26 7.30025795868214e-30
"907" 907 1.47392208185792e-26 7.30025795868214e-30
"908" 908 1.47392208185792e-26 7.30025795868214e-30
"909" 909 1.47392208185792e-26 7.30025795868214e-30
"910" 910 1.47392208185792e-26 7.30025795868214e-30
"911" 911 1.47392208185792e-26 7.30025795868214e-30
"912" 912 1.47392208185792e-26 7.30025795868214e-30
"913" 913 1.47392208185792e-26 7.30025795868214e-30
"914" 914 1.47392208185792e-26 7.30025795868214e-30
"915" 915 1.47392208185792e-26 7.30025795868214e-30
"916" 916 1.47392208185792e-26 7.30025795868214e-30
"917" 917 1.47392208185792e-26 7.30025795868214e-30
"918" 918 1.47392208185792e-26 7.30025795868214e-30
"919" 919 1.47392208185792e-26 7.30025795868214e-30
"920" 920 1.47392208185792e-26 7.30025795868214e-30
"921" 921 1.47392208185792e-26 7.30025795868214e-30
"922" 922 1.47392208185792e-26 7.30025795868214e-30
"923" 923 1.47392208185792e-26 7.30025795868214e-30
"924" 924 1.47392208185792e-26 7.30025795868214e-30
"925" 925 1.47392208185792e-26 7.30025795868214e-30
"926" 926 1.47392208185792e-26 7.30025795868214e-30
"927" 927 1.47392208185792e-26 7.30025795868214e-30
"928" 928 1.47392208185792e-26 7.30025795868214e-30
"929" 929 1.47392208185792e-26 7.30025795868214e-30
"930" 930 1.47392208185792e-26 7.30025795868214e-30
"931" 931 1.47392208185792e-26 7.30025795868214e-30
"932" 932 1.47392208185792e-26 7.30025795868214e-30
"933" 933 1.47392208185792e-26 7.30025795868214e-30
"934" 934 1.47392208185792e-26 7.30025795868214e-30
"935" 935 1.47392208185792e-26 7.30025795868214e-30
"936" 936 1.47392208185792e-26 7.30025795868214e-30
"937" 937 1.47392208185792e-26 7.30025795868214e-30
"938" 938 1.47392208185792e-26 7.30025795868214e-30
"939" 939 1.47392208185792e-26 7.30025795868214e-30
"940" 940 1.47392208185792e-26 7.30025795868214e-30
"941" 941 1.47392208185792e-26 7.30025795868214e-30
"942" 942 1.47392208185792e-26 7.30025795868214e-30
"943" 943 1.47392208185792e-26 7.30025795868214e-30
"944" 944 1.47392208185792e-26 7.30025795868214e-30
"945" 945 1.47392208185792e-26 7.30025795868214e-30
"946" 946 1.47392208185792e-26 7.30025795868214e-30
"947" 947 1.47392208185792e-26 7.30025795868214e-30
"948" 948 1.47392208185792e-26 7.30025795868214e-30
"949" 949 1.47392208185792e-26 7.30025795868214e-30
"950" 950 1.47392208185792e-26 7.30025795868214e-30
"951" 951 1.47392208185792e-26 7.30025795868214e-30
"952" 952 1.47392208185792e-26 7.30025795868214e-30
"953" 953 1.47392208185792e-26 7.30025795868214e-30
"954" 954 1.47392208185792e-26 7.30025795868214e-30
"955" 955 1.47392208185792e-26 7.30025795868214e-30
"956" 956 1.47392208185792e-26 7.30025795868214e-30
"957" 957 1.47392208185792e-26 7.30025795868214e-30
"958" 958 1.47392208185792e-26 7.30025795868214e-30
"959" 959 1.47392208185792e-26 7.30025795868214e-30
"960" 960 1.47392208185792e-26 7.30025795868214e-30
"961" 961 1.47392208185792e-26 7.30025795868214e-30
"962" 962 1.47392208185792e-26 7.30025795868214e-30
"963" 963 1.47392208185792e-26 7.30025795868214e-30
"964" 964 1.47392208185792e-26 7.30025795868214e-30
"965" 965 1.47392208185792e-26 7.30025795868214e-30
"966" 966 1.47392208185792e-26 7.30025795868214e-30
"967" 967 1.47392208185792e-26 7.30025795868214e-30
"968" 968 1.47392208185792e-26 7.30025795868214e-30
"969" 969 1.47392208185792e-26 7.30025795868214e-30
"970" 970 1.47392208185792e-26 7.30025795868214e-30
"971" 971 1.47392208185792e-26 7.30025795868214e-30
"972" 972 1.47392208185792e-26 7.30025795868214e-30
"973" 973 1.47392208185792e-26 7.30025795868214e-30
"974" 974 1.47392208185792e-26 7.30025795868214e-30
"975" 975 1.47392208185792e-26 7.30025795868214e-30
"976" 976 1.47392208185792e-26 7.30025795868214e-30
"977" 977 1.47392208185792e-26 7.30025795868214e-30
"978" 978 1.47392208185792e-26 7.30025795868214e-30
"979" 979 1.47392208185792e-26 7.30025795868214e-30
"980" 980 1.47392208185792e-26 7.30025795868214e-30
"981" 981 1.47392208185792e-26 7.30025795868214e-30
"982" 982 1.47392208185792e-26 7.30025795868214e-30
"983" 983 1.47392208185792e-26 7.30025795868214e-30
"984" 984 1.47392208185792e-26 7.30025795868214e-30
"985" 985 1.47392208185792e-26 7.30025795868214e-30
"986" 986 1.47392208185792e-26 7.30025795868214e-30
"987" 987 1.47392208185792e-26 7.30025795868214e-30
"988" 988 1.47392208185792e-26 7.30025795868214e-30
"989" 989 1.47392208185792e-26 7.30025795868214e-30
"990" 990 1.47392208185792e-26 7.30025795868214e-30
"991" 991 1.47392208185792e-26 7.30025795868214e-30
"992" 992 1.47392208185792e-26 7.30025795868214e-30
"993" 993 1.47392208185792e-26 7.30025795868214e-30
"994" 994 1.47392208185792e-26 7.30025795868214e-30
"995" 995 1.47392208185792e-26 7.30025795868214e-30
"996" 996 1.47392208185792e-26 7.30025795868214e-30
"997" 997 1.47392208185792e-26 7.30025795868214e-30
