Population,Sample,LPu15,LPu23,LPu24,LPu25_12,LPu28,MS4,LPu03,LPu09,LPh1,LPh2,LPh3,LPh4,LPh5,LPh6,LPh7,x,y
14,EG.29b,181,297,239,214,322,238,187,209,219,157,102,202,169,121,150,-185.0320011,54.10313708
14,EG.29c,179,295,239,214,293,238,187,182,219,157,102,202,157,121,150,-185.0320011,54.10313708
14,EG.29d,181,297,239,214,322,238,187,209,219,157,102,202,169,121,150,-185.0320011,54.10313708
14,EG.30a,161,295,239,245,322,238,187,209,217,155,102,202,155,121,147,-185.0320011,44.10313708
14,EG.30b,199,297,229,230,328,238,187,182,221,155,94,208,141,133,140,-185.0320011,44.10313708
14,EG.30c,179,297,229,214,293,238,185,209,225,155,102,204,155,121,147,-185.0320011,44.10313708
14,EG.31a,195,297,239,286,326,238,185,209,223,161,101,223,138,137,157,-185.0320011,23.10313708
14,EG.31b,195,297,239,286,326,238,185,209,223,161,101,223,138,137,157,-185.0320011,23.10313708
14,EG.31c,195,297,239,286,326,238,185,209,223,161,101,223,138,137,157,-185.0320011,23.10313708
14,EG.32a,193,295,239,286,315,238,187,182,221,155,94,202,141,133,140,-180.5857392,10.88713301
14,EG.32b,179,297,239,232,285,238,187,182,227,155,94,204,141,133,140,-180.5857392,10.88713301
14,EG.32c,193,295,239,286,315,238,187,182,221,155,94,202,141,133,140,-180.5857392,10.88713301
14,EG.33a,185,297,239,286,317,238,187,182,221,155,94,202,141,133,140,-180.5857392,-49.11286699
14,EG.33b,197,297,239,246,315,238,185,182,225,155,94,204,143,133,140,-180.5857392,-49.11286699
14,EG.33c,197,297,229,286,281,238,185,209,219,155,104,206,155,121,147,-180.5857392,-49.11286699
15,EGR.03b,177,301,239,286,311,238,185,182,225,158,101,218,138,133,176,-9.347296355,-1.969615506
15,EGR.04a,177,301,239,286,311,238,185,182,225,158,101,218,138,133,176,-9.540132638,-1.739802173
15,EGR.06a,193,297,239,241,291,238,187,182,219,161,102,216,146,137,147,-14.22325485,-6.149341104
15,EGR.07a,193,297,239,241,291,238,187,182,223,158,102,216,146,137,147,-18.92171795,-4.439240388
15,EGR.07b,179,297,239,286,299,238,185,182,223,161,101,208,138,133,163,-18.92171795,-4.439240388
15,EGR.09a,193,297,239,241,291,238,187,182,223,158,102,216,146,137,147,-23.92171795,-11.43924039
15,EGR.16a,163,297,239,243,291,238,189,209,223,161,102,212,146,137,143,-33.35253089,-31.17563198
15,EGR.19a,197,297,239,230,291,238,185,209,221,157,99,187,138,147,157,-45.7494571,-27.75543055
15,EGR.27a,197,297,239,230,291,238,185,209,221,157,99,187,138,147,157,-41.18008536,-13.87900879
16,EM.01,163,312,239,241,319,238,187,182,229,161,97,199,146,124,167,0,0
16,EM.04,179,297,239,238,322,238,185,182,237,165,97,202,146,147,167,-23,-610
16,EM.05,163,297,239,172,291,238,185,182,219,157,102,202,171,121,150,-24.5,-612.5980762
16,EM.07b,215,312,239,218,317,238,185,173,237,161,97,201,146,144,150,-37.16025404,-614.5262794
16,EM.07c,197,299,239,243,291,238,185,182,219,157,102,201,155,121,150,-37.16025404,-614.5262794
16,EM.09,181,265,239,286,319,238,187,182,237,161,97,197,148,124,189,-29.66025404,-636.5166605
16,EM.10,163,297,239,172,291,238,185,182,219,157,102,202,173,121,150,-29.66025404,-651.5166605
16,EM.11,177,297,239,216,291,238,185,209,219,157,102,202,155,121,150,-27.66025404,-654.9807621
16,EM.12,163,297,239,172,291,238,185,182,219,157,102,202,171,121,150,-23.33012702,-657.4807621
16,EM.13,211,312,239,220,317,238,185,173,237,161,97,201,146,144,150,-23.58993464,-657.3307621
16,EM.14a,177,297,239,216,291,238,185,209,219,157,102,202,155,121,150,-23.84974226,-657.1807621
16,EM.14b,181,312,239,172,317,238,187,182,240,161,97,183,148,137,167,-23.84974226,-657.1807621
16,EM.14c,177,297,239,216,291,238,185,209,219,157,102,202,155,121,150,-23.84974226,-657.1807621
16,EM.15a,163,297,239,172,291,238,185,191,221,157,102,202,167,127,150,-22.98371686,-657.6807621
16,EM.15b,211,312,239,220,317,238,185,173,237,161,97,201,146,144,150,-22.98371686,-657.6807621
16,EM.16,179,297,239,172,291,238,185,182,242,165,99,202,146,147,150,-26.48371686,-663.7429399
16,EM.18,177,297,239,216,291,238,185,209,223,157,102,201,155,121,150,-26.98371686,-673.2692194
16,EM.19,161,312,239,234,291,238,187,173,235,165,97,202,146,140,167,-26.98371686,-677.2692194
16,EM.22c,163,297,239,172,291,238,185,191,221,157,102,202,167,127,150,-18.48371686,-704.1878037
16,EM.23b,177,297,239,216,291,238,185,209,225,157,102,202,155,121,150,-18.48371686,-719.1878037
16,EM.23c,177,297,239,216,291,238,185,209,225,157,102,202,155,121,150,-18.48371686,-719.1878037
16,EM.24a,181,312,239,241,291,238,187,209,237,165,97,197,146,151,167,-9.82346282,-724.1878037
16,EM.24b,179,297,239,239,291,238,185,191,242,165,99,202,146,147,150,-9.82346282,-724.1878037
16,EM.29a,193,312,239,286,328,238,185,209,221,165,97,201,146,147,150,3.336791218,-754.9820323
16,EM.31a,193,312,239,286,326,238,185,209,221,165,97,201,146,147,150,-7.163208782,-773.1685658
17,ERO.02a,181,297,239,240,299,238,185,173,221,161,102,214,146,137,147,0,0
17,ERO.02b,181,297,239,240,299,238,185,173,221,161,102,214,146,137,147,0,0
17,ERO.03,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,1.5,2.598076211
17,ERO.04a,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,2.52606043,-0.221001651
17,ERO.04b,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,2.52606043,-0.221001651
17,ERO.04c,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,2.52606043,-0.221001651
17,ERO.05a,191,297,239,312,291,238,187,209,221,161,101,212,141,133,163,18.59575067,-19.37211273
17,ERO.05b,191,297,239,312,291,238,187,209,221,161,101,212,141,133,163,18.59575067,-19.37211273
17,ERO.05c,191,297,239,312,291,238,187,209,221,161,101,212,141,133,160,18.59575067,-19.37211273
17,ERO.06a,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,32.69113998,-14.24181058
17,ERO.06b,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,32.69113998,-14.24181058
17,ERO.06c,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,32.69113998,-14.24181058
17,ERO.07a,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,39.69113998,-14.24181058
17,ERO.07b,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,39.69113998,-14.24181058
17,ERO.07c,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,39.69113998,-14.24181058
17,ERO.08a,177,301,239,286,311,238,185,182,221,158,102,218,138,133,163,41.08032541,-22.1202726
17,ERO.08b,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,41.08032541,-22.1202726
17,ERO.08c,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,41.08032541,-22.1202726
17,ERO.09a,197,297,239,172,293,238,185,380,203,161,101,199,141,133,160,57.99479258,-15.96391002
17,ERO.09b,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,57.99479258,-15.96391002
17,ERO.09c,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,57.99479258,-15.96391002
17,ERO.10a,191,297,239,289,291,238,187,209,221,161,101,212,141,133,163,72.76690887,-18.56863269
17,ERO.10b,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,72.76690887,-18.56863269
17,ERO.10c,177,301,239,286,311,238,185,182,225,158,102,218,138,133,163,72.76690887,-18.56863269
17,ERO.10d,177,301,239,286,311,238,185,182,223,158,102,218,138,133,154,72.76690887,-18.56863269
17,ERO.11a,197,297,239,172,293,238,185,380,203,161,101,199,141,133,160,57.76690887,7.412129425
17,ERO.11b,197,297,239,172,293,238,185,380,203,161,101,199,141,133,160,57.76690887,7.412129425
17,ERO.12a,177,301,239,286,311,238,185,182,223,158,101,220,138,133,170,41.02517707,10.36414845
17,ERO.12b,197,297,239,172,293,238,185,380,203,161,101,199,141,133,160,41.02517707,10.36414845
17,ERO.12c,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,41.02517707,10.36414845
17,ERO.13a,177,301,239,286,311,238,185,182,223,158,101,220,138,133,170,33.36473264,16.79202454
17,ERO.13b,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,33.36473264,16.79202454
17,ERO.13c,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,33.36473264,16.79202454
17,ERO.14b,181,297,239,294,299,238,187,182,235,161,97,197,146,127,150,44.64104409,20.89626626
17,ERO.14c,177,301,239,286,311,238,185,182,223,158,102,218,138,133,163,44.64104409,20.89626626
17,ERO.15a,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,55.91735554,25.00050798
17,ERO.15b,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,55.91735554,25.00050798
17,ERO.15c,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,55.91735554,25.00050798
17,ERO.16a,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,52.15858506,23.63242741
17,ERO.16b,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,52.15858506,23.63242741
17,ERO.16c,191,297,239,285,291,238,187,209,221,161,101,212,141,140,163,52.15858506,23.63242741
17,ERO.16d,191,297,239,285,291,238,187,209,221,161,101,212,141,133,163,52.15858506,23.63242741
17,ERO.17a,191,297,239,287,291,238,187,209,221,161,101,212,141,133,163,66.93070135,21.02770474
17,ERO.17b,191,297,239,287,291,238,187,209,221,161,101,212,141,133,163,66.93070135,21.02770474
17,ERO.17c,191,297,239,288,291,238,187,209,221,161,101,212,141,133,163,66.93070135,21.02770474
17,ERO.17d,191,297,239,287,291,238,187,209,221,161,101,212,141,133,163,66.93070135,21.02770474
17,ERO.18a,181,297,239,288,299,238,187,182,235,161,97,197,146,127,150,72.93070135,21.02770474
17,ERO.18b,191,297,239,287,291,238,187,209,221,161,101,212,141,133,163,72.93070135,21.02770474
17,ERO.18c,191,297,239,287,291,238,187,209,221,161,101,212,141,133,163,72.93070135,21.02770474
17,ERO.19a,197,299,239,232,326,238,185,209,227,155,94,202,141,133,140,103.2415905,3.527704744
17,ERO.19b,197,299,239,232,326,238,185,209,229,155,94,202,141,133,140,103.2415905,3.527704744
17,ERO.19c,177,301,239,286,311,238,185,182,223,158,102,218,141,133,163,103.2415905,3.527704744
17,ERO.20a,197,299,239,232,326,238,185,209,227,155,94,202,141,133,140,106.7056921,5.527704744
17,ERO.20b,181,297,239,294,299,238,187,182,235,161,97,197,146,127,150,106.7056921,5.527704744
17,ERO.20c,197,299,239,232,326,238,185,209,227,155,94,202,141,133,140,106.7056921,5.527704744
17,ERO.21a,197,299,239,232,326,238,185,209,227,155,94,202,141,133,140,121.7056921,5.527704744
17,ERO.21b,177,301,239,286,311,238,185,182,223,158,101,220,138,133,170,121.7056921,5.527704744
18,ES.10,193,295,239,292,324,238,185,182,219,157,104,208,169,121,189,30.13,-1.43
18,ES.11,193,295,239,294,324,238,185,182,219,157,104,206,169,121,189,29.8,-1.53
18,ES.12,193,295,239,290,324,238,185,182,219,157,104,206,169,121,189,30.35,-1.36
18,ES.14,175,297,239,290,317,238,187,209,208,162,104,212,148,127,163,24.93,-9.79
18,ES.15d,193,295,239,290,324,238,185,182,219,157,104,206,169,121,189,17.54,-4.52
18,ES.17,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-641.83,10.49
18,ES.18,195,295,239,214,324,238,187,182,229,161,101,210,138,140,157,-641.49,10.32
18,ES.19,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-642.7,12.32
18,ES.20,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-643.7,15.06
18,ES.22,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-645.96,17.17
18,ES.23,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-645.71,17.24
18,ES.24,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-650.92,16.69
18,ES.25,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-650.92,16.69
18,ES.26,179,295,239,214,307,184,189,182,221,165,101,214,138,140,157,-649.2,15.41
18,ES.27,167,297,239,230,305,238,187,182,231,161,101,206,141,140,157,-653.41,16.33
18,ES.28,181,297,239,294,287,238,187,209,211,152,101,220,138,133,160,-654.96,17.38
18,ES.29,179,297,239,214,305,184,187,182,221,158,106,204,171,121,191,-656.07,17.51
18,ES.30,167,297,239,230,305,238,187,182,231,161,101,206,141,140,157,-656.28,14.41
18,ES.31,179,297,239,214,305,184,187,182,221,158,106,204,173,121,191,-656.12,14.84
18,ES.32,167,297,239,230,305,238,187,182,231,161,101,206,141,140,157,-656.97,9.9
18,ES.33,179,297,239,216,305,184,187,182,221,158,106,204,171,121,191,-657.31,9.43
18,ES.34,179,297,239,232,311,238,185,182,223,155,94,202,128,140,147,-661.05,6.25
18,ES.35,179,297,239,214,305,184,187,182,221,158,106,204,171,121,191,-664.28,7.76
18,ES.36,167,297,239,230,305,238,187,182,231,161,101,206,141,140,157,-664.08,6.34
18,ES.37,179,297,239,214,305,184,187,182,221,158,106,204,171,121,191,-662.33,6.65
18,ES.38,167,297,239,230,305,238,187,182,231,161,101,206,141,140,157,-659.98,4.04
18,ES.39a,167,297,239,230,305,238,187,182,231,161,101,206,141,140,157,-654.19,-0.78
18,ES.39c,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-654.19,-0.78
18,ES.39d,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-654.19,-0.78
18,ES.40,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-651.92,-1.16
18,ES.41,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-649.97,-2.59
18,ES.42,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-647.87,-4.02
18,ES.43,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-643.88,-5.37
18,ES.44,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-641.72,-5.45
18,ES.46,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-643.88,-3.91
18,ES.47,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-644.8,-0.67
18,ES.48,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-642.41,1.59
18,ES.49,181,297,239,294,287,238,187,209,211,152,101,220,138,133,160,-639.45,2.24
18,ES.50,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-637.6,4.63
18,ES.51,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-640.33,4.83
18,ES.52,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-641.54,6.91
18,ES.54,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-652.19,3.64
18,ES.55,175,295,239,214,287,184,187,182,219,157,102,204,157,121,150,-652.4,3.24
18,ES.56,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-650.28,9.9
18,ES.57,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-645.83,10.17
18,ES.58,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-640.59,8.7
18,ES.59,195,295,239,214,324,238,187,182,227,161,101,210,138,140,157,-640.46,9.17
18,ES.60,177,297,239,232,307,238,187,182,223,157,102,210,138,147,147,-638.12,16.76
18,ES.61a,193,297,239,276,317,194,187,209,221,158,104,201,180,121,207,-640.12,20.24
18,ES.61b,193,297,239,276,317,194,187,209,221,158,104,201,180,121,207,-640.12,20.24
18,ES.63,193,297,239,276,319,194,187,209,221,158,104,201,173,121,222,-635.22,28.48
18,ES.64,177,295,239,290,307,194,189,209,219,167,104,202,155,121,150,-647.41,29.89
18,ES.65,175,295,239,292,307,194,189,209,219,167,104,202,155,121,150,-647.41,29.89
20,FL.01a,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,0,0
20,FL.02a,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,-8.478708228,-13.56876954
20,FL.04a,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,-0.132294272,-20.08657034
20,FL.05a,167,312,239,234,270,184,187,209,219,157,102,204,178,121,150,15.93658944,-69.54150918
20,FL.06A,163,312,239,246,270,238,189,344,201,157,104,206,165,121,201,14.48505806,-75.36328354
20,FL.07A,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,5.349603486,-79.43064997
20,FL.08a,163,312,239,246,270,238,189,344,221,165,104,206,165,121,201,20.56650775,-84.37492188
20,FL.09a,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,20.56650775,-88.37492188
20,FL.10a,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,17.10240613,-90.37492188
20,FL.11,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,16.47523535,-96.34205325
20,FL.12a,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,24.35369738,-94.95286783
20,FL.13,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,35.18658266,-96.86299779
20,FL.14,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,22.95780605,-108.6721901
20,FL.15,159,312,239,270,270,184,187,218,231,157,104,206,165,121,150,13.60638865,-117.7027489
20,FL.16a,153,312,239,268,270,184,187,263,227,157,104,206,167,121,204,29.50396658,-143.1441918
20,FL.17a,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,29.92208043,-147.1222794
20,FL.18,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,35.92208043,-147.1222794
20,FL.19,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,36.7489925,-150.0060645
20,FL.20,167,314,239,240,270,233,187,209,227,165,104,202,155,121,150,18.77311157,-158.7734874
20,FL.21,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,17.10981804,-166.5986682
20,FL.23,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,21.60268419,90.75673531
20,FL.25,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,49.43245268,160.6226449
20,FL.27,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,57.78876262,172.0018614
20,FL.28,163,312,239,246,270,238,189,344,221,157,104,206,167,121,201,70.66224751,173.8111117
20,FL.29,163,312,239,246,270,238,189,344,201,157,104,206,165,121,201,73.9783978,171.5743401
20,FL.30,163,312,239,246,270,238,189,344,221,157,104,206,165,121,201,78.20458042,180.6374179
21,FP.01a,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,0,0
21,FP.01b,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,0,0
21,FP.01c,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,0,0
21,FP.01d,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,0,0
21,FP.01e,157,312,239,252,270,238,187,209,235,165,104,206,159,121,150,0,0
21,FP.01f,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,0,0
21,FP.01g,157,312,239,222,270,184,187,344,227,165,102,202,157,121,150,0,0
21,FP.01h,157,312,239,222,270,184,187,344,227,165,102,202,157,121,150,0,0
21,FP.02a,157,312,239,222,270,184,187,344,227,165,102,202,157,121,150,-3.804226065,-1.236067977
21,FP.02b,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,-3.804226065,-1.236067977
21,FP.02c,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,-3.804226065,-1.236067977
21,FP.02d,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,-3.804226065,-1.236067977
21,FP.02e,157,312,239,252,270,238,187,209,235,165,104,204,157,121,150,-3.804226065,-1.236067977
21,FP.02f,163,312,239,236,270,184,187,209,225,165,102,197,161,121,140,-3.804226065,-1.236067977
21,FP.02g,163,312,239,224,270,184,187,218,219,157,104,206,161,121,150,-3.804226065,-1.236067977
21,FP.03a,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,-6.585379015,-9.795576624
21,FP.03b,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,-6.585379015,-9.795576624
21,FP.04a,179,312,239,250,270,233,189,209,223,157,104,204,148,121,147,0.124935827,-19.74402749
21,FP.04b,179,312,239,250,270,233,189,209,223,157,104,204,148,121,147,0.124935827,-19.74402749
21,FP.04c,179,312,239,250,270,233,189,209,223,157,104,204,148,121,147,0.124935827,-19.74402749
21,FP.05a,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,-6.84842706,-20.35411769
21,FP.05b,163,312,239,226,270,238,187,461,221,165,102,204,150,121,150,-6.84842706,-20.35411769
21,FP.06,157,312,239,222,270,184,187,344,227,165,102,202,157,121,150,-18.84842706,-20.35411769
21,FP.07,157,312,239,252,270,238,187,209,235,165,104,206,157,121,150,-21.62997862,-21.47793747
22,FV1.04,179,297,239,221,283,238,187,209,219,157,102,202,165,121,150,0,0
22,FV1.05,165,297,239,288,313,238,185,182,223,157,102,204,159,121,150,0,1
22,FV1.08,177,297,239,241,307,238,187,209,221,157,102,202,159,121,150,-18.87635802,-0.118965886
22,FV1.09,177,295,239,241,299,238,187,182,219,157,104,204,157,121,147,-18.87635802,1.881034114
22,FV1.10,179,297,239,294,307,238,185,218,219,157,102,202,167,121,150,-48.87635802,1.881034114
22,FV1.11,177,295,239,241,299,238,187,182,219,157,104,204,157,121,147,-65.97736518,-45.10359692
22,FV1.12,177,295,239,241,299,238,187,182,219,157,104,204,157,121,147,-52.29655945,-7.515892093
22,FV1.13,163,297,239,286,326,238,187,182,221,157,102,202,157,121,140,-0.335035221,22.48410791
22,FV1.14,199,297,239,278,313,238,187,218,219,165,102,204,159,127,150,11.66496478,22.48410791
22,FV1.15,165,295,239,218,319,238,187,209,229,157,102,193,373,121,204,11.66496478,21.48410791
22,FV1.16,163,297,239,286,326,238,187,182,221,157,102,202,157,121,140,11.66496478,18.48410791
22,FV1.17,177,295,239,241,299,238,187,182,219,157,104,204,157,121,147,14.26968744,33.2562242
22,FV1.18,179,297,239,272,313,238,185,182,219,157,104,202,165,121,150,18.26968744,33.2562242
22,FV1.19,179,295,239,247,307,238,185,209,219,157,102,202,155,121,150,25.76968744,20.26584314
22,FV1.20,163,297,239,286,326,238,187,182,221,157,102,202,157,121,140,30.76968744,28.92609718
22,FV1.21,185,297,239,194,324,238,185,209,221,157,102,202,157,121,147,43.7600685,36.42609718
22,FV1.22,183,297,239,216,322,238,187,182,219,157,102,208,157,121,150,43.7600685,27.42609718
22,FV1.23,181,295,239,218,307,238,185,182,223,157,102,204,159,121,150,45.14925392,19.54763516
22,FV1.24,177,295,239,198,283,238,185,182,221,157,102,202,148,121,150,50.14925392,19.54763516
23,GB3.02,155,299,229,249,297,238,187,182,231,157,104,201,157,121,133,0,0
23,GB3.03,163,295,229,255,317,238,187,173,227,157,104,201,155,121,157,-19.69615506,3.472963553
23,GB3.04,155,297,239,259,307,238,187,182,227,158,104,193,155,121,150,-21.69615506,3.472963553
23,GB3.05,163,297,239,217,311,238,187,182,227,157,104,183,157,121,147,-21.69615506,7.472963553
23,GB3.06,155,297,239,261,307,238,187,182,227,158,104,197,155,121,150,-21.69615506,32.47296355
23,GB3.07,163,297,239,217,311,238,187,182,227,157,104,183,157,121,147,-13.14565148,55.96527907
23,GB3.08,163,295,229,255,317,238,187,173,227,157,104,201,155,121,157,-13.14565148,125.9652791
23,GB3.09,163,295,229,255,317,238,187,173,227,157,104,201,155,127,157,-14.17171191,128.7843569
23,GB3.10,163,295,229,255,317,238,187,173,227,157,104,201,155,121,157,-15.88181262,133.48282
23,GB3.11,153,295,229,241,309,238,187,209,229,157,104,199,155,121,150,-11.38229936,138.8451311
23,GB3.12,153,295,229,241,309,238,187,209,229,157,104,199,155,121,150,7.901328935,161.8264644
23,GB3.13,163,295,229,255,317,238,187,173,227,157,104,201,155,121,157,5.165167788,169.3440054
23,GB3.14,163,295,229,255,317,238,187,173,227,157,104,201,155,121,157,2.165167788,169.3440054
23,GB3.15,163,297,239,217,311,238,187,182,227,157,104,183,157,121,147,7.52747889,173.8435187
23,GB3.16,163,295,229,255,317,238,187,173,227,157,104,201,155,121,157,1.742390403,180.7379187
23,GB3.17,163,295,229,241,317,184,187,173,227,157,106,199,155,121,150,4.347113068,195.510035
23,GB3.19,163,295,229,255,317,238,187,173,227,157,104,201,155,121,157,15.34711307,195.510035
23,GB3.20,195,295,229,239,279,238,187,182,229,157,104,201,141,121,157,16.3731735,192.6909571
23,GB3.21,155,297,229,226,311,238,187,209,225,157,104,201,155,121,150,24.25163552,194.0801425
23,GB3.22,153,295,229,241,309,238,187,209,229,157,104,199,155,121,150,24.25163552,177.0801425
23,GB3.23,161,295,229,286,319,238,187,182,233,158,104,199,157,121,150,7.150628356,224.0647736
23,GB3.25,163,297,229,185,297,238,187,209,231,157,104,201,155,121,150,13.15062836,224.0647736
23,GB3.26,181,297,229,224,297,238,187,209,221,157,104,202,155,121,198,13.4077434,224.3711913
23,GB3.27,159,297,229,232,279,238,187,209,229,157,104,201,155,121,133,13.71416118,224.1140763
23,GB3.28,163,297,229,239,307,238,187,209,231,157,104,199,157,121,147,15.79793931,235.9317693
24,GB9.01,159,297,229,189,317,238,187,182,231,157,106,199,157,121,150,0,0
24,GB9.03,159,297,229,243,309,238,187,182,233,158,104,199,155,121,150,-68,-1.27E-14
24,GB9.04,159,297,229,243,309,238,187,182,233,158,104,199,155,121,150,-66.5,-1.26E-14
24,GB9.05,167,295,229,257,324,238,187,209,231,157,108,199,157,121,147,-64.44787914,5.638155725
24,GB9.06,167,295,229,257,324,238,187,209,231,157,108,199,157,121,147,-63.64787914,5.638155725
24,GB9.07,163,297,229,282,311,238,189,209,227,157,104,202,157,121,201,-61.04980293,4.138155725
24,GB9.09,167,295,229,257,324,238,187,209,231,157,108,199,157,121,147,-52.45172672,5.638155725
24,GB9.10,167,295,229,257,324,238,187,209,231,157,108,199,157,121,147,-52.45172672,8.638155725
24,GB9.11,163,299,229,241,291,238,187,209,213,157,102,204,161,121,213,-49.45172672,8.638155725
24,GB9.12,167,295,229,257,324,238,187,209,231,157,108,199,157,121,147,-46.95172672,12.96828274
24,GB9.13,163,295,229,228,291,238,187,182,235,157,102,201,155,121,204,-54.45172672,25.9586638
24,GB9.14,167,295,229,259,324,238,187,209,231,157,108,199,157,121,147,-57.45172672,25.9586638
24,GB9.15,163,297,229,245,324,238,187,209,233,157,104,199,157,121,147,-67.45172672,25.9586638
24,GB9.16,163,297,229,247,279,238,187,209,229,157,104,204,159,121,201,-67.45172672,25.7586638
24,GB9.17,159,297,229,243,309,238,187,182,233,158,104,199,155,121,150,-67.45172672,25.3586638
24,GB9.18,163,295,239,241,319,238,187,272,227,157,104,202,155,121,201,-37.45172672,25.3586638
24,GB9.19,167,295,229,257,324,238,187,209,231,157,108,199,157,121,147,-36.45172672,25.3586638
24,GB9.20,185,297,239,230,297,238,187,209,229,167,102,202,157,121,163,-35.65172672,25.3586638
24,GB9.21,163,295,239,241,319,238,187,272,227,157,104,202,155,121,201,-35.65172672,55.3586638
24,GB9.22,163,295,239,241,317,238,187,272,227,157,104,202,155,121,201,-37.65172672,55.3586638
24,GB9.23,163,295,239,241,319,238,187,272,227,157,104,202,155,121,201,-43.65172672,55.3586638
24,GB9.24,163,295,239,241,319,238,187,272,227,157,104,202,155,121,201,-44.15172672,55.3586638
24,GB9.26,159,297,229,190,317,238,187,182,231,157,106,199,157,121,150,-50.15172672,55.3586638
24,GB9.27,161,297,229,219,279,238,187,182,246,157,102,204,155,121,191,-53.15172672,55.3586638
24,GB9.30,153,297,229,254,279,238,187,209,227,157,106,201,157,121,150,-56.15172672,63.3586638
25,GF2.01a,177,297,239,218,287,238,187,182,240,150,99,201,143,127,157,0,0
25,GF2.02a,181,295,239,286,299,238,187,182,242,150,99,199,146,127,157,-22.12739,2.88451
